user_10,"[,',B,0,7,G,1,4,7,S,Z,D,',,, ,',B,0,7,S,R,M,5,8,T,P,',]","['4.0', '4.0']",age_42,sex_M
user_100,"[,',B,0,8,V,S,3,Y,L,R,K,',,, ,',B,0,1,2,3,P,3,P,W,E,',]","['4.1', '4.1']",age_30,sex_F
user_100,"[,',B,0,1,2,3,P,3,P,W,E,',,, ,',B,0,8,8,3,L,Q,J,6,B,',]","['4.1', '4.2']",age_30,sex_F
user_100,"[,',B,0,8,T,8,K,W,N,Q,9,',,, ,',B,0,9,F,5,Z,6,9,4,W,',]","['3.6', '3.8']",age_30,sex_F
user_100,"[,',B,0,8,T,8,K,W,N,Q,9,',,, ,',B,0,9,F,5,Z,6,9,4,W,',]","['3.6', '3.8']",age_30,sex_F
user_101,"[,',B,0,7,J,W,9,H,4,J,1,',,, ,',B,0,1,D,G,V,K,B,C,6,',]","['4.2', '4.4']",age_34,sex_F
user_101,"[,',B,0,1,D,G,V,K,B,C,6,',,, ,',B,0,8,C,K,W,1,K,H,9,',]","['4.4', '3.6']",age_34,sex_F
user_101,"[,',B,0,B,D,Y,V,C,5,T,D,',,, ,',B,0,B,F,B,N,X,S,9,4,',]","['4.4', '2.3']",age_34,sex_F
user_101,"[,',B,0,B,F,B,N,X,S,9,4,',,, ,',B,0,8,H,6,B,3,G,9,6,',]","['2.3', '4.3']",age_34,sex_F
user_101,"[,',B,0,8,H,6,B,3,G,9,6,',,, ,',B,0,B,1,M,D,Z,V,9,C,',]","['4.3', '3.9']",age_34,sex_F
user_101,"[,',B,0,B,1,M,D,Z,V,9,C,',,, ,',B,0,7,L,G,9,6,S,D,B,',]","['3.9', '3.8']",age_34,sex_F
user_101,"[,',B,0,7,L,G,9,6,S,D,B,',,, ,',B,0,7,4,6,N,6,W,M,L,',]","['3.8', '4.3']",age_34,sex_F
user_101,"[,',B,0,7,4,6,N,6,W,M,L,',,, ,',B,0,9,N,N,H,F,S,S,F,',]","['4.3', '3.8']",age_34,sex_F
user_101,"[,',B,0,9,N,N,H,F,S,S,F,',,, ,',B,0,8,K,D,B,L,M,Q,P,',]","['3.8', '4.0']",age_34,sex_F
user_101,"[,',B,0,9,N,N,H,F,S,S,F,',,, ,',B,0,8,K,D,B,L,M,Q,P,',]","['3.8', '4.0']",age_34,sex_F
user_102,"[,',B,0,7,5,8,F,7,K,K,7,',,, ,',B,0,7,R,Y,2,X,9,M,P,',]","['4.0', '4.5']",age_40,sex_F
user_102,"[,',B,0,7,R,Y,2,X,9,M,P,',,, ,',B,0,0,9,P,2,L,I,L,4,',]","['4.5', '3.6']",age_40,sex_F
user_102,"[,',B,0,0,9,P,2,L,I,L,4,',,, ,',B,0,0,A,3,2,8,E,N,A,',]","['3.6', '4.2']",age_40,sex_F
user_102,"[,',B,0,0,A,3,2,8,E,N,A,',,, ,',B,0,9,9,4,G,F,W,B,H,',]","['4.2', '4.0']",age_40,sex_F
user_102,"[,',B,0,9,9,4,G,F,W,B,H,',,, ,',B,0,0,E,Y,W,1,U,6,8,',]","['4.0', '4.2']",age_40,sex_F
user_102,"[,',B,0,0,E,Y,W,1,U,6,8,',,, ,',B,0,9,N,L,7,L,B,W,T,',]","['4.2', '4.0']",age_40,sex_F
user_102,"[,',B,0,0,E,Y,W,1,U,6,8,',,, ,',B,0,9,N,L,7,L,B,W,T,',]","['4.2', '4.0']",age_40,sex_F
user_103,"[,',B,0,8,2,T,6,V,3,D,T,',,, ,',B,0,B,4,H,J,N,P,V,4,',]","['4.3', '3.9']",age_23,sex_F
user_103,"[,',B,0,B,4,H,J,N,P,V,4,',,, ,',B,0,B,C,K,W,Z,8,8,4,',]","['3.9', '4.3']",age_23,sex_F
user_103,"[,',B,0,B,C,K,W,Z,8,8,4,',,, ,',B,0,8,G,T,Y,F,C,3,7,',]","['4.3', '4.4']",age_23,sex_F
user_103,"[,',B,0,8,G,T,Y,F,C,3,7,',,, ,',B,0,9,7,R,J,8,6,7,P,',]","['4.4', '4.4']",age_23,sex_F
user_103,"[,',B,0,9,7,R,J,8,6,7,P,',,, ,',B,0,1,M,5,B,0,T,P,W,',]","['4.4', '4.4']",age_23,sex_F
user_103,"[,',B,0,1,M,5,B,0,T,P,W,',,, ,',B,0,9,D,L,9,9,7,8,Y,',]","['4.4', '4.1']",age_23,sex_F
user_104,"[,',B,0,7,N,8,R,Q,6,W,7,',,, ,',B,0,9,V,2,P,Z,D,X,8,',]","['4.1', '4.0']",age_54,sex_M
user_104,"[,',B,0,9,V,2,P,Z,D,X,8,',,, ,',B,0,B,5,D,D,J,N,H,4,',]","['4.0', '3.8']",age_54,sex_M
user_104,"[,',B,0,B,5,D,D,J,N,H,4,',,, ,',B,0,9,R,Q,R,Z,W,2,X,',]","['3.8', '3.7']",age_54,sex_M
user_104,"[,',B,0,9,R,Q,R,Z,W,2,X,',,, ,',B,0,7,8,X,F,K,B,Z,L,',]","['3.7', '3.8']",age_54,sex_M
user_104,"[,',B,0,7,8,X,F,K,B,Z,L,',,, ,',B,0,B,J,9,6,6,M,5,K,',]","['3.8', '4.6']",age_54,sex_M
user_104,"[,',B,0,B,J,9,6,6,M,5,K,',,, ,',B,0,B,D,S,8,M,Y,8,J,',]","['4.6', '4.2']",age_54,sex_M
user_104,"[,',B,0,B,J,9,6,6,M,5,K,',,, ,',B,0,B,D,S,8,M,Y,8,J,',]","['4.6', '4.2']",age_54,sex_M
user_105,"[,',B,0,8,K,4,P,S,Z,3,V,',,, ,',B,0,9,V,P,H,3,8,J,S,',]","['3.8', '3.8']",age_40,sex_M
user_105,"[,',B,0,9,V,P,H,3,8,J,S,',,, ,',B,0,1,M,Q,2,A,8,6,A,',]","['3.8', '4.6']",age_40,sex_M
user_106,"[,',B,0,1,F,2,5,X,6,R,Q,',,, ,',B,0,9,G,B,5,B,4,B,K,',]","['4.2', '4.0']",age_58,sex_F
user_106,"[,',B,0,9,G,B,5,B,4,B,K,',,, ,',B,0,8,D,P,L,C,M,6,T,',]","['4.0', '4.3']",age_58,sex_F
user_106,"[,',B,0,8,D,P,L,C,M,6,T,',,, ,',B,0,B,H,Y,L,C,L,1,9,',]","['4.3', '3.6']",age_58,sex_F
user_106,"[,',B,0,B,H,Y,L,C,L,1,9,',,, ,',B,0,9,M,3,F,4,H,G,B,',]","['3.6', '4.2']",age_58,sex_F
user_106,"[,',B,0,9,M,3,F,4,H,G,B,',,, ,',B,0,9,7,R,N,7,B,B,K,',]","['4.2', '3.4']",age_58,sex_F
user_106,"[,',B,0,9,7,R,N,7,B,B,K,',,, ,',B,0,B,8,6,C,D,H,L,1,',]","['3.4', '4.5']",age_58,sex_F
user_106,"[,',B,0,9,7,R,N,7,B,B,K,',,, ,',B,0,B,8,6,C,D,H,L,1,',]","['3.4', '4.5']",age_58,sex_F
user_107,"[,',B,0,8,H,L,Z,2,8,Q,C,',,, ,',B,0,9,K,L,V,M,Z,3,B,',]","['4.1', '4.1']",age_32,sex_F
user_107,"[,',B,0,9,K,L,V,M,Z,3,B,',,, ,',B,0,9,B,W,3,3,4,M,L,',]","['4.1', '4.3']",age_32,sex_F
user_107,"[,',B,0,9,B,W,3,3,4,M,L,',,, ,',B,0,9,G,2,V,T,H,Q,M,',]","['4.3', '4.1']",age_32,sex_F
user_107,"[,',B,0,9,G,2,V,T,H,Q,M,',,, ,',B,0,9,X,B,1,R,2,F,3,',]","['4.1', '3.5']",age_32,sex_F
user_107,"[,',B,0,9,G,2,V,T,H,Q,M,',,, ,',B,0,9,X,B,1,R,2,F,3,',]","['4.1', '3.5']",age_32,sex_F
user_108,"[,',B,0,9,C,M,P,1,S,C,8,',,, ,',B,0,8,P,V,1,X,7,7,1,',]","['4.1', '4.3']",age_49,sex_M
user_108,"[,',B,0,8,P,V,1,X,7,7,1,',,, ,',B,0,B,9,X,L,X,8,V,R,',]","['4.3', '4.3']",age_49,sex_M
user_108,"[,',B,0,B,9,X,L,X,8,V,R,',,, ,',B,0,8,1,N,H,W,T,6,Z,',]","['4.3', '3.9']",age_49,sex_M
user_108,"[,',B,0,8,1,N,H,W,T,6,Z,',,, ,',B,0,8,2,4,3,S,K,C,K,',]","['3.9', '4.2']",age_49,sex_M
user_108,"[,',B,0,8,2,4,3,S,K,C,K,',,, ,',B,0,7,F,1,T,3,1,Z,Z,',]","['4.2', '4.1']",age_49,sex_M
user_108,"[,',B,0,7,F,1,T,3,1,Z,Z,',,, ,',B,0,8,B,C,K,N,2,9,9,',]","['4.1', '3.9']",age_49,sex_M
user_108,"[,',B,0,7,F,1,T,3,1,Z,Z,',,, ,',B,0,8,B,C,K,N,2,9,9,',]","['4.1', '3.9']",age_49,sex_M
user_109,"[,',B,0,0,G,E,5,5,L,2,2,',,, ,',B,0,9,Y,L,X,9,1,Q,R,',]","['4.1', '4.0']",age_23,sex_F
user_109,"[,',B,0,9,Y,L,X,9,1,Q,R,',,, ,',B,0,8,Y,5,Q,J,X,S,R,',]","['4.0', '4.3']",age_23,sex_F
user_109,"[,',B,0,8,Y,5,Q,J,X,S,R,',,, ,',B,0,B,6,1,D,S,F,1,7,',]","['4.3', '3.7']",age_23,sex_F
user_109,"[,',B,0,8,Y,5,Q,J,X,S,R,',,, ,',B,0,B,6,1,D,S,F,1,7,',]","['4.3', '3.7']",age_23,sex_F
user_11,"[,',B,0,9,X,J,5,L,D,6,L,',,, ,',B,0,B,D,R,V,F,D,K,P,',]","['3.9', '4.4']",age_45,sex_F
user_11,"[,',B,0,B,D,R,V,F,D,K,P,',,, ,',B,0,B,5,G,F,6,D,Q,D,',]","['4.4', '3.7']",age_45,sex_F
user_11,"[,',B,0,7,7,T,3,B,G,5,L,',,, ,',B,0,0,K,X,U,L,G,J,Q,',]","['3.6', '4.2']",age_45,sex_F
user_11,"[,',B,0,0,K,X,U,L,G,J,Q,',,, ,',B,0,7,X,L,M,L,2,Y,S,',]","['4.2', '4.2']",age_45,sex_F
user_11,"[,',B,0,0,L,Z,L,P,Y,H,W,',,, ,',B,0,9,X,7,9,P,P,8,F,',]","['4.4', '3.9']",age_45,sex_F
user_11,"[,',B,0,9,X,7,9,P,P,8,F,',,, ,',B,0,8,C,F,3,D,7,Q,R,',]","['3.9', '4.3']",age_45,sex_F
user_11,"[,',B,0,B,B,W,J,F,K,5,C,',,, ,',B,0,1,G,Z,S,Q,J,P,A,',]","['4.1', '4.1']",age_45,sex_F
user_11,"[,',B,0,1,G,Z,S,Q,J,P,A,',,, ,',B,0,B,2,D,J,D,C,P,X,',]","['4.1', '3.9']",age_45,sex_F
user_11,"[,',B,0,1,G,Z,S,Q,J,P,A,',,, ,',B,0,B,2,D,J,D,C,P,X,',]","['4.1', '3.9']",age_45,sex_F
user_110,"[,',B,0,B,2,3,L,W,7,N,V,',,, ,',B,0,8,9,W,B,6,9,Y,1,',]","['4.7', '4.0']",age_54,sex_M
user_110,"[,',B,0,8,9,W,B,6,9,Y,1,',,, ,',B,0,B,1,F,6,G,Q,P,S,',]","['4.0', '3.8']",age_54,sex_M
user_110,"[,',B,0,B,1,F,6,G,Q,P,S,',,, ,',B,0,B,2,D,D,8,B,Q,8,',]","['3.8', '4.1']",age_54,sex_M
user_110,"[,',B,0,0,S,M,F,P,J,G,0,',,, ,',B,0,B,3,J,S,W,G,8,1,',]","['4.1', '3.1']",age_54,sex_M
user_110,"[,',B,0,B,N,L,F,Q,D,G,2,',,, ,',B,0,7,P,4,3,4,W,J,Y,',]","['3.7', '4.3']",age_54,sex_M
user_110,"[,',B,0,7,P,4,3,4,W,J,Y,',,, ,',B,0,9,4,J,B,1,3,X,L,',]","['4.3', '4.1']",age_54,sex_M
user_110,"[,',B,0,7,P,4,3,4,W,J,Y,',,, ,',B,0,9,4,J,B,1,3,X,L,',]","['4.3', '4.1']",age_54,sex_M
user_111,"[,',B,0,1,G,G,K,Y,K,Q,M,',,, ,',B,0,9,M,M,6,P,7,6,N,',]","['4.3', '4.2']",age_50,sex_F
user_111,"[,',B,0,9,M,M,6,P,7,6,N,',,, ,',B,0,0,5,L,J,Q,M,Z,C,',]","['4.2', '4.2']",age_50,sex_F
user_111,"[,',B,0,0,5,L,J,Q,M,Z,C,',,, ,',B,0,7,G,V,G,T,S,L,N,',]","['4.2', '4.2']",age_50,sex_F
user_111,"[,',B,0,7,G,V,G,T,S,L,N,',,, ,',B,0,B,7,F,J,N,S,Z,R,',]","['4.2', '4.4']",age_50,sex_F
user_111,"[,',B,0,7,G,V,G,T,S,L,N,',,, ,',B,0,B,7,F,J,N,S,Z,R,',]","['4.2', '4.4']",age_50,sex_F
user_112,"[,',B,0,0,E,3,D,V,Q,F,S,',,, ,',B,0,B,3,M,Q,X,N,F,B,',]","['4.4', '4.0']",age_29,sex_F
user_112,"[,',B,0,B,3,M,Q,X,N,F,B,',,, ,',B,0,B,5,B,6,P,Q,C,T,',]","['4.0', '3.8']",age_29,sex_F
user_112,"[,',B,0,B,5,B,6,P,Q,C,T,',,, ,',B,0,7,Z,5,1,C,G,G,H,',]","['3.8', '3.8']",age_29,sex_F
user_112,"[,',B,0,B,5,B,6,P,Q,C,T,',,, ,',B,0,7,Z,5,1,C,G,G,H,',]","['3.8', '3.8']",age_29,sex_F
user_113,"[,',B,0,8,M,6,6,K,4,8,D,',,, ,',B,0,9,V,1,2,K,8,N,T,',]","['4.3', '3.9']",age_41,sex_M
user_113,"[,',B,0,8,C,H,Z,3,Z,Q,7,',,, ,',B,0,1,M,F,8,M,B,6,5,',]","['4.3', '4.1']",age_41,sex_M
user_113,"[,',B,0,1,M,F,8,M,B,6,5,',,, ,',B,0,1,1,7,H,7,G,Z,6,',]","['4.1', '3.4']",age_41,sex_M
user_113,"[,',B,0,1,1,7,H,7,G,Z,6,',,, ,',B,0,8,M,V,S,G,X,M,Y,',]","['3.4', '3.8']",age_41,sex_M
user_113,"[,',B,0,1,1,7,H,7,G,Z,6,',,, ,',B,0,8,M,V,S,G,X,M,Y,',]","['3.4', '3.8']",age_41,sex_M
user_114,"[,',B,0,8,R,Z,5,K,9,Y,H,',,, ,',B,0,9,Q,S,9,X,1,6,F,',]","['4.3', '4.1']",age_59,sex_F
user_114,"[,',B,0,9,Q,S,9,X,1,6,F,',,, ,',B,0,9,Q,S,9,X,9,L,8,',]","['4.1', '4.1']",age_59,sex_F
user_114,"[,',B,0,9,Q,S,9,X,9,L,8,',,, ,',B,0,7,Y,N,T,J,8,Z,M,',]","['4.1', '3.9']",age_59,sex_F
user_114,"[,',B,0,7,T,C,9,F,7,P,N,',,, ,',B,0,0,N,3,X,L,D,W,0,',]","['4.2', '3.8']",age_59,sex_F
user_114,"[,',B,0,7,T,C,9,F,7,P,N,',,, ,',B,0,0,N,3,X,L,D,W,0,',]","['4.2', '3.8']",age_59,sex_F
user_115,"[,',B,0,B,3,N,7,L,R,6,K,',,, ,',B,0,9,G,F,M,8,C,G,S,',]","['4.3', '4.1']",age_60,sex_M
user_115,"[,',B,0,9,2,6,V,9,C,T,V,',,, ,',B,0,1,D,5,H,8,L,D,M,',]","['4.3', '4.4']",age_60,sex_M
user_115,"[,',B,0,1,D,5,H,8,L,D,M,',,, ,',B,0,9,R,8,3,S,F,Y,V,',]","['4.4', '3.7']",age_60,sex_M
user_115,"[,',B,0,9,R,8,3,S,F,Y,V,',,, ,',B,0,7,Y,F,W,V,R,C,M,',]","['3.7', '4.1']",age_60,sex_M
user_115,"[,',B,0,7,Y,F,W,V,R,C,M,',,, ,',B,0,6,X,P,Y,R,W,V,5,',]","['4.1', '4.2']",age_60,sex_M
user_115,"[,',B,0,7,Y,F,W,V,R,C,M,',,, ,',B,0,6,X,P,Y,R,W,V,5,',]","['4.1', '4.2']",age_60,sex_M
user_116,"[,',B,0,8,2,L,S,V,T,4,B,',,, ,',B,0,9,Y,V,4,6,3,S,W,',]","['4.0', '4.2']",age_17,sex_M
user_116,"[,',B,0,9,Y,V,4,6,3,S,W,',,, ,',B,0,1,6,X,V,R,K,Z,M,',]","['4.2', '3.9']",age_17,sex_M
user_116,"[,',B,0,9,W,5,X,R,9,R,T,',,, ,',B,0,8,7,J,W,L,Z,2,K,',]","['4.4', '3.9']",age_17,sex_M
user_116,"[,',B,0,8,7,J,W,L,Z,2,K,',,, ,',B,0,9,G,B,B,J,V,7,2,',]","['3.9', '3.9']",age_17,sex_M
user_116,"[,',B,0,9,G,B,B,J,V,7,2,',,, ,',B,0,7,R,9,9,N,B,V,B,',]","['3.9', '4.5']",age_17,sex_M
user_116,"[,',B,0,9,G,B,B,J,V,7,2,',,, ,',B,0,7,R,9,9,N,B,V,B,',]","['3.9', '4.5']",age_17,sex_M
user_117,"[,',B,0,7,D,J,L,F,M,P,S,',,, ,',B,0,8,N,W,8,G,H,C,J,',]","['4.0', '4.3']",age_55,sex_M
user_117,"[,',B,0,8,N,W,8,G,H,C,J,',,, ,',B,0,9,V,H,5,6,8,H,7,',]","['4.3', '3.8']",age_55,sex_M
user_117,"[,',B,0,9,V,H,5,6,8,H,7,',,, ,',B,0,9,4,7,4,J,W,N,6,',]","['3.8', '4.2']",age_55,sex_M
user_117,"[,',B,0,9,4,7,4,J,W,N,6,',,, ,',B,0,0,U,R,H,5,E,3,4,',]","['4.2', '3.6']",age_55,sex_M
user_117,"[,',B,0,0,U,R,H,5,E,3,4,',,, ,',B,0,8,7,3,L,7,J,6,X,',]","['3.6', '4.2']",age_55,sex_M
user_117,"[,',B,0,8,7,3,L,7,J,6,X,',,, ,',B,0,7,V,X,7,1,F,Z,P,',]","['4.2', '4.0']",age_55,sex_M
user_117,"[,',B,0,8,7,3,L,7,J,6,X,',,, ,',B,0,7,V,X,7,1,F,Z,P,',]","['4.2', '4.0']",age_55,sex_M
user_118,"[,',B,0,7,W,H,S,7,M,Z,1,',,, ,',B,0,9,Q,S,8,V,5,N,8,',]","['4.3', '4.1']",age_46,sex_F
user_118,"[,',B,0,9,Q,S,8,V,5,N,8,',,, ,',B,0,9,J,2,M,M,5,C,6,',]","['4.1', '4.2']",age_46,sex_F
user_118,"[,',B,0,9,J,2,M,M,5,C,6,',,, ,',B,0,0,L,H,Z,W,D,0,C,',]","['4.2', '4.5']",age_46,sex_F
user_118,"[,',B,0,0,L,H,Z,W,D,0,C,',,, ,',B,0,B,3,N,8,V,G,2,4,',]","['4.5', '4.0']",age_46,sex_F
user_118,"[,',B,0,B,5,L,V,S,7,3,2,',,, ,',B,0,8,F,N,6,W,G,D,Q,',]","['4.1', '4.0']",age_46,sex_F
user_118,"[,',B,0,8,H,D,J,8,6,N,Z,',,, ,',B,0,7,D,W,F,X,9,Y,S,',]","['4.2', '4.2']",age_46,sex_F
user_118,"[,',B,0,7,D,W,F,X,9,Y,S,',,, ,',B,0,B,D,G,6,Q,D,Y,D,',]","['4.2', '4.1']",age_46,sex_F
user_118,"[,',B,0,B,D,G,6,Q,D,Y,D,',,, ,',B,0,0,H,4,7,G,V,G,Y,',]","['4.1', '3.6']",age_46,sex_F
user_118,"[,',B,0,B,D,G,6,Q,D,Y,D,',,, ,',B,0,0,H,4,7,G,V,G,Y,',]","['4.1', '3.6']",age_46,sex_F
user_119,"[,',B,0,B,B,V,K,R,P,7,B,',,, ,',B,0,B,B,F,J,L,P,2,1,',]","['2.8', '3.9']",age_44,sex_F
user_119,"[,',B,0,B,B,F,J,L,P,2,1,',,, ,',B,0,0,B,N,5,S,N,F,0,',]","['3.9', '3.9']",age_44,sex_F
user_119,"[,',B,0,0,B,N,5,S,N,F,0,',,, ,',B,0,0,A,0,V,C,J,P,I,',]","['3.9', '4.2']",age_44,sex_F
user_119,"[,',B,0,B,6,F,7,L,X,4,C,',,, ,',B,0,9,Q,5,S,W,V,B,J,',]","['4.2', '4.2']",age_44,sex_F
user_119,"[,',B,0,9,Q,5,S,W,V,B,J,',,, ,',B,0,9,Y,V,4,R,G,4,D,',]","['4.2', '4.2']",age_44,sex_F
user_12,"[,',B,0,7,J,Q,K,Q,9,1,F,',,, ,',B,0,8,4,4,4,S,6,8,L,',]","['3.9', '4.2']",age_48,sex_F
user_12,"[,',B,0,8,4,4,4,S,6,8,L,',,, ,',B,0,7,X,L,C,F,S,S,N,',]","['4.2', '4.4']",age_48,sex_F
user_12,"[,',B,0,7,X,L,C,F,S,S,N,',,, ,',B,0,9,V,C,2,D,2,W,G,',]","['4.4', '4.1']",age_48,sex_F
user_12,"[,',B,0,9,V,C,2,D,2,W,G,',,, ,',B,0,1,D,5,H,8,Z,I,8,',]","['4.1', '4.3']",age_48,sex_F
user_12,"[,',B,0,9,P,T,T,8,D,Z,F,',,, ,',B,0,7,Y,1,R,C,C,W,5,',]","['3.9', '3.8']",age_48,sex_F
user_12,"[,',B,0,7,Y,1,R,C,C,W,5,',,, ,',B,0,B,5,Z,F,3,N,R,K,',]","['3.8', '4.1']",age_48,sex_F
user_12,"[,',B,0,B,5,Z,F,3,N,R,K,',,, ,',B,0,7,1,V,N,H,M,X,2,',]","['4.1', '4.5']",age_48,sex_F
user_12,"[,',B,0,B,5,Z,F,3,N,R,K,',,, ,',B,0,7,1,V,N,H,M,X,2,',]","['4.1', '4.5']",age_48,sex_F
user_120,"[,',B,0,8,W,R,B,G,3,X,W,',,, ,',B,0,9,M,Q,S,C,J,Q,1,',]","['4.1', '4.2']",age_17,sex_F
user_120,"[,',B,0,9,M,Q,S,C,J,Q,1,',,, ,',B,0,7,P,F,J,5,V,Q,D,',]","['4.2', '4.3']",age_17,sex_F
user_120,"[,',B,0,7,P,F,J,5,V,Q,D,',,, ,',B,0,9,X,T,Q,F,F,C,G,',]","['4.3', '3.9']",age_17,sex_F
user_120,"[,',B,0,9,X,T,Q,F,F,C,G,',,, ,',B,0,8,F,Y,B,5,H,H,K,',]","['3.9', '4.5']",age_17,sex_F
user_120,"[,',B,0,8,F,Y,B,5,H,H,K,',,, ,',B,0,8,D,9,N,D,Z,1,Y,',]","['4.5', '3.5']",age_17,sex_F
user_120,"[,',B,0,8,D,9,N,D,Z,1,Y,',,, ,',B,0,7,8,H,R,R,1,X,V,',]","['3.5', '4.4']",age_17,sex_F
user_120,"[,',B,0,7,8,H,R,R,1,X,V,',,, ,',B,0,0,9,3,5,M,D,1,C,',]","['4.4', '3.7']",age_17,sex_F
user_121,"[,',B,0,8,J,D,3,6,C,6,H,',,, ,',B,0,7,K,S,M,B,L,2,H,',]","['4.1', '4.4']",age_42,sex_M
user_121,"[,',B,0,7,K,S,M,B,L,2,H,',,, ,',B,0,8,C,Y,P,B,1,5,D,',]","['4.4', '4.0']",age_42,sex_M
user_121,"[,',B,0,1,N,9,0,R,Z,4,M,',,, ,',B,0,9,C,M,P,1,S,C,8,',]","['3.7', '4.1']",age_42,sex_M
user_121,"[,',B,0,9,C,M,P,1,S,C,8,',,, ,',B,0,B,4,D,T,8,M,K,T,',]","['4.1', '4.2']",age_42,sex_M
user_121,"[,',B,0,8,S,K,Z,2,R,M,G,',,, ,',B,0,8,4,9,8,H,1,3,H,',]","['4.1', '4.3']",age_42,sex_M
user_122,"[,',B,0,7,W,6,V,W,Z,8,C,',,, ,',B,0,9,Y,L,Y,B,9,P,B,',]","['4.1', '4.0']",age_55,sex_M
user_122,"[,',B,0,9,Y,L,Y,B,9,P,B,',,, ,',B,0,B,L,V,1,G,N,L,N,',]","['4.0', '4.0']",age_55,sex_M
user_122,"[,',B,0,B,L,V,1,G,N,L,N,',,, ,',B,0,B,3,R,S,D,S,Z,3,',]","['4.0', '4.3']",age_55,sex_M
user_122,"[,',B,0,B,3,R,S,D,S,Z,3,',,, ,',B,0,1,D,5,H,9,0,L,4,',]","['4.3', '4.4']",age_55,sex_M
user_122,"[,',B,0,B,3,R,S,D,S,Z,3,',,, ,',B,0,1,D,5,H,9,0,L,4,',]","['4.3', '4.4']",age_55,sex_M
user_123,"[,',B,0,9,B,N,2,N,P,B,D,',,, ,',B,0,0,J,4,Y,G,0,P,C,',]","['4.1', '4.4']",age_50,sex_M
user_123,"[,',B,0,0,J,4,Y,G,0,P,C,',,, ,',B,0,8,V,R,M,K,5,5,F,',]","['4.4', '3.4']",age_50,sex_M
user_123,"[,',B,0,8,V,R,M,K,5,5,F,',,, ,',B,0,7,P,L,H,T,T,B,4,',]","['3.4', '3.5']",age_50,sex_M
user_123,"[,',B,0,7,P,L,H,T,T,B,4,',,, ,',B,0,7,Y,C,B,S,C,Y,B,',]","['3.5', '4.2']",age_50,sex_M
user_123,"[,',B,0,7,Y,C,B,S,C,Y,B,',,, ,',B,0,B,4,S,J,K,R,D,F,',]","['4.2', '4.3']",age_50,sex_M
user_123,"[,',B,0,7,Y,C,B,S,C,Y,B,',,, ,',B,0,B,4,S,J,K,R,D,F,',]","['4.2', '4.3']",age_50,sex_M
user_124,"[,',B,0,7,Z,K,D,8,T,1,Q,',,, ,',B,0,9,Y,5,M,P,7,C,4,',]","['4.5', '3.9']",age_45,sex_F
user_124,"[,',B,0,9,Y,5,M,P,7,C,4,',,, ,',B,0,9,C,M,M,3,V,G,K,',]","['3.9', '4.0']",age_45,sex_F
user_124,"[,',B,0,9,C,M,M,3,V,G,K,',,, ,',B,0,0,8,F,W,Z,G,S,G,',]","['4.0', '4.3']",age_45,sex_F
user_124,"[,',B,0,8,Y,1,T,F,S,P,6,',,, ,',B,0,8,Y,R,M,B,K,9,R,',]","['3.9', '3.9']",age_45,sex_F
user_124,"[,',B,0,8,Y,1,T,F,S,P,6,',,, ,',B,0,8,Y,R,M,B,K,9,R,',]","['3.9', '3.9']",age_45,sex_F
